S.N.,Date,Open,High,Low,Ltp,% Change,Qty,Turnover
1,2025-07-02,698.00,698.00,698.00,698.00,0.00,"40,000.00","5,600,000.00"
2,2025-03-16,698.0,698.0,698.0,698.0,0.0,"10,560.00","7,370,880.00"
3,2024-07-15,195.0,195.0,195.0,195.0,0.0,"4,110.00","801,450.00"
4,2024-06-23,195.0,195.0,195.0,195.0,0.0,"5,793.00","1,129,635.00"
5,2024-02-12,144.0,144.0,144.0,144.0,0.0,"23,000.00","3,312,000.00"
6,2023-08-30,129.0,129.0,129.0,129.0,0.0,"27,787.00","3,584,523.00"
7,2023-08-29,129.0,129.0,129.0,129.0,0.0,"95,007.00","12,255,903.00"
8,2022-08-10,145.0,145.0,145.0,145.0,0.0,"91,700.00","13,296,500.00"
9,2022-02-28,194.0,194.0,194.0,194.0,0.0,"10,658.00","2,067,652.00"
10,2022-02-23,194.0,194.0,194.0,194.0,-2.02,"10,246.00","1,987,724.00"
11,2021-10-24,198.0,198.0,198.0,198.0,0.0,"6,830.00","1,352,340.00"
12,2021-08-11,207.0,207.0,207.0,207.0,0.0,"17,680.00","3,659,760.00"
13,2021-08-01,207.0,207.0,207.0,207.0,0.0,"12,630.00","2,614,410.00"
14,2021-07-27,207.0,207.0,207.0,207.0,0.0,"12,856.00","2,661,192.00"
15,2021-06-28,207.0,207.0,207.0,207.0,0.0,"10,659.00","2,206,413.00"
16,2021-05-02,104.0,104.0,104.0,104.0,0.0,"5,028.00","522,912.00"
17,2021-02-21,104.0,104.0,104.0,104.0,0.0,"5,088.00","529,152.00"
18,2021-02-14,104.0,104.0,104.0,104.0,1.96,"6,588.00","685,152.00"
19,2020-12-29,102.0,102.0,102.0,102.0,0.0,"11,914.00","1,215,228.00"
20,2020-12-15,102.0,102.0,102.0,102.0,0.0,"15,346.00","1,565,292.00"
21,2020-12-13,102.0,102.0,102.0,102.0,0.0,"4,372.00","445,944.00"
22,2020-11-22,102.0,102.0,102.0,102.0,0.0,"26,406.00","2,693,412.00"
